fichier,siren,cloture,nom,ville,total_produits,resultat_exploitation,resultat_net,fonds_propres,tresorerie,total_bilan,subv_pct,cac_certifie,statut,score,niveau,pts_rent,pts_soli,pts_liqu,pts_auto,pts_gouv,error
378354104_31122021.pdf,378354104,2021-12-31,TRICOT COUTURE SERVICE,Vandoeuvre-lès-Nancy,697861,-71017,-47097,34572,55222,187237,80,false,deficit,22,D,9.9,5.8,3.2,3.0,0,
378354104_31122022.pdf,,2022-12-31,TRICOT COUTURE SERVICE,VANDOEUVRE LES NANCY,841227,-18698,-13156,21416,83032,231887,74,true,deficit,35,D,13.9,2.9,3.9,3.9,10,
378354104_31122023.pdf,,2023-12-31,TRICOT COUTURE SERVICE,VANDOEUVRE LES NANCY,1069045,-61482,-54035,46948,30807,256458,79,false,deficit,22,D,12.1,5.7,1.2,3.2,0,
380134205_31122022.pdf,380134250,2022-12-31,ASSOCIATION FORUM NICE NORD,NICE,709054,-27754,-27754,148868,256155,287465,73,true,deficit,58,C,13.0,16.2,14.5,4.1,10,
380134205_31122023.pdf,38013420500018,2023-12-31,ASSOCIATION FORUM NICE NORD,NICE,382493,-87284,-78877,69992,159082,214110,50,false,deficit,38,D,3.6,10.2,16.6,7.5,0,
383899903_30062021.pdf,,2021-06-30,AMIENS PICARDIE HANDBALL,AMIENS,325780,42376,33323,-89811,99543,226685,68,true,excedent,49,C,21.5,0,12.2,4.8,10,
384175121_31122021.pdf,,2021-12-31,IDé - Entreprise d'insertion,,1148095,-5529,-735,-137070,193,685361,41,false,deficit,24,D,14.8,0,0.0,8.9,0,
384175121_31122022.pdf,,2022-12-31,Association IDé,VALENTIGNEY,1346365,-12772,-14545,-125606,110117,786409,38,true,deficit,37,D,14.5,0,3.3,9.3,10,
384175121_31122023.pdf,,2023-12-31,Association IDé,VALENTIGNEY,1367856,-44778,-12906,-139554,116599,745713,35,true,deficit,37,D,13.4,0,3.4,9.8,10,
387671175_31122021.pdf,,2021-12-31,Association de Formation et d'Insertion Gardoise Sud,Nimes,1477724,189321,181935,543002,415587,1248294,22,true,excedent,68,B,21.4,13.6,11.2,11.7,10,
387671175_31122023.pdf,,2023-12-31,ASSOCIATION DE FORMATION ET D'INSERTION GARDOISE - SUD,NIMES,1031615,-266865,-283681,342681,102108,898838,38,true,deficit,37,D,2.1,11.9,4.0,9.3,10,
389747817_31122021.pdf,,2021-12-31,TRANS-FORME,PARIS,646806,-24374,-24166,-149919,14140,572226,33,false,deficit,24,D,13.1,0,0.9,10.1,0,
389747817_31122022.pdf,,2022-12-31,TRANS-FORME,PARIS,602278,-185857,-188291,-338210,15510,523240,16,false,deficit,14,E,0,0,1.0,12.6,0,
390695039_31122021.pdf,,2021-12-31,REAGIR,LESTREM,1046761,9296,10101,167297,130413,496930,66,true,excedent,46,C,15.4,10.5,5.0,5.1,10,
390695039_31122022.pdf,,2022-12-31,Association RéAgir,Lestrem,,,-84908,33823,,,,true,deficit,18,E,0,0,0,7.5,10,
391480142_31122020.pdf,39148014200010,2020-12-31,ASS LES PIT'CHOUNS,FLERS,250784,-6530,-7063,67308,105825,123239,75,true,deficit,62,B,13.7,17.1,16.9,3.8,10,
391480142_31122021.pdf,,2021-12-31,ASS LES PIT'CHOUNS,FLERS,259030,-25763,-20596,53960,50805,105533,74,true,deficit,48,C,10.0,16.0,7.8,3.9,10,
391480142_31122022.pdf,,,,,,,,,,,,,,,,"HTTP 429: {""type"":""error"",""error"":{""type"":""rate_limit_error"",""message"":""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 5be5fb2a-e3ed-4c56-ba36-846c392"
391777356_30062021.pdf,391777356,2021-06-30,ASSOCIATION TOULOUSE XIII,TOULOUSE,377627,96636,73847,148901,158577,274304,72,true,excedent,76,B,27.8,17.0,16.8,4.2,10,
391777356_30062022.pdf,39177735600018,2022-06-30,ASSOCIATION TOULOUSE XIII,TOULOUSE,457906,23668,-2868,138122,34644,175642,73,true,ambigu,59,C,17.6,24.6,3.0,4.1,10,
398694570_31122022.pdf,398694570,2022-12-31,VIES - VEXIN INSERTION EMPLOI SOLIDARITE,BORD'HAUT DE VIGNY,1124141,2995,15080,562248,505632,720585,15,true,excedent,80,A,15.1,24.4,18.0,12.8,10,
398694570_31122023.pdf,398694570,2023-12-31,VIES - VEXIN INSERTION EMPLOI SOLIDARITE,BORD'HAUT DE VIGNY,1794363,80605,112338,1123688,1053285,1308077,10,true,excedent,86,A,17.2,25,20,13.5,10,
401588959_31122022.pdf,,,,,,,,,,,,,,,,"HTTP 413: {
  ""error"": {
    ""type"": ""request_too_large"",
    ""message"": ""Request exceeds the maximum size""
  }
}"
402283543_31122022.pdf,402283543,2022-12-31,Association CLAP SUD OUEST,BORDEAUX,1988612,6105,2601,86613,209300,954468,97,true,excedent,33,D,15.2,2.8,4.2,0.5,10,
402283543_31122023.pdf,,2023-12-31,CLAP SUD OUEST,BORDEAUX,1930073,-11570,-48971,37642,2364,624713,84,true,deficit,29,D,14.7,1.9,0.0,2.4,10,
402283543_31122024.pdf,,2024-12-31,Association Comité de Liaison des Acteurs de la Promotion Sud-Ouest,LORMONT,1312709,-395332,-400875,-363233,149548,642775,92,true,deficit,16,E,0,0,4.6,1.2,10,
404149932_31122022.pdf,,2022-12-31,Association Centre Social Promesses,Wattignies,501151,7157,1385,234740,215103,389497,91,true,excedent,63,B,15.7,18.8,17.2,1.3,10,
404862294_31122022.pdf,404862294,2022-12-31,Association FACE METROPOLE EUROPEENNE DE LILLE,LILLE,930967,72596,12955,-62386,210546,398446,71,false,ambigu,32,D,18.9,0,9.0,4.4,0,
404862294_31122023.pdf,404862294,2023-12-31,Association FACE METROPOLE EUROPEENNE DE LILLE,LILLE,900676,-47736,-51772,-123988,108655,322363,83,false,deficit,20,D,12.3,0,4.8,2.6,0,
404862294_31122024.pdf,404862294,2024-12-31,Association FACE MEL,LILLE,1075459,-53570,-102603,-227352,72123,310275,68,false,deficit,20,D,12.5,0,2.7,4.8,0,
410506026_31082021.pdf,,,,,,,,,,,,,,,,"HTTP 429: {""type"":""error"",""error"":{""type"":""rate_limit_error"",""message"":""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 5be5fb2a-e3ed-4c56-ba36-846c392"
412542326_31122022.pdf,,2022-12-31,AAPPUI,,2917859,-130114,-299643,-1236904,6565,402249,0,false,deficit,28,D,12.8,0,0.1,15.0,0,
418355079_31122022.pdf,,,,,,,,,,,,,,,,"HTTP 413: {
  ""error"": {
    ""type"": ""request_too_large"",
    ""message"": ""Request exceeds the maximum size""
  }
}"
418355079_31122024.pdf,418355079,2024-12-31,Association Le Maillon,Istres,953499,-37372,37336,120464,15554,264146,71,true,ambigu,42,C,13.0,14.3,0.7,4.4,10,
420609182_31122022.pdf,,2022-12-31,ASSOCIATION ADAM,NICE,1754346,299617,29979,580872,426469,814358,71,true,excedent,70,B,23.5,22.3,9.7,4.4,10,
420609182_31122023.pdf,,2023-12-31,Association ADAM,Nice,1536162,32328,25241,520789,428145,725229,71,true,excedent,64,B,16.1,22.4,11.1,4.4,10,
420609182_31122024.pdf,,2024-12-31,Association ADAM,NICE,1265738,-166853,1081,314352,211860,501753,62,true,ambigu,50,C,8.4,19.6,6.7,5.7,10,
421376468_31122022.pdf,42137646800060,2022-12-31,ASSOCIATION PRACTHIS,Paris,558752,11405,9471,476809,92752,439678,17,true,excedent,70,B,16.0,25,6.6,12.5,10,
421376468_31122023.pdf,421376468,2023-12-31,ASSOCIATION PRACTHIS,Paris,598360,17061,18195,302316,110409,409848,21,true,excedent,69,B,16.4,23.1,7.4,11.9,10,
421376468_31122024.pdf,421376468,2024-12-31,ASSOCIATION PRACTHIS,Paris,591741,0,-6938,0,123414,385967,15,true,deficit,46,C,15.0,0.0,8.3,12.8,10,
423855535_31122022.pdf,423855535,2022-12-31,Association MAISONS DE MODE,ROUBAIX,705823,-116163,-118546,-32022,9310,214294,87,false,deficit,9,E,6.8,0,0.5,2.0,0,
433580198_31122020.pdf,433580198,2020-12-31,ASSOCIATION OBJECTIF EMPLOI,TOURCOING,400589,49925,50324,-20431,80197,219757,95,true,excedent,40,C,21.2,0,8.0,0.8,10,
434537635_31122021.pdf,,2021-12-31,Association EPONA,Fontaine,2397317,-35340,-25675,134060,156087,658502,92,true,deficit,35,D,14.3,6.4,2.6,1.2,10,
434537635_31122022.pdf,,2022-12-31,Association EPONA,Fontaine,2244130,-181479,-196426,-107066,4920,487640,94,true,deficit,22,D,11.0,0,0.1,0.9,10,
434537635_31122023.pdf,,2023-12-31,Association EPONA,Fontaine,3163832,114930,106546,-41355,62556,549464,93,true,excedent,29,D,16.8,0,0.8,1.1,10,
439887662_31122021.pdf,439887662,2021-12-31,SAOME,ETANG-SALE LES HAUTS,1254213,2553,11589,221986,359962,489622,77,true,excedent,54,C,15.1,14.2,11.5,3.5,10,
439887662_31122022.pdf,,2022-12-31,SAOME,ETANG-SALE LES HAUTS,1270615,-1050,-400,219475,308276,439086,81,true,deficit,53,C,15.0,15.6,9.7,2.9,10,
439887662_31122023.pdf,,2023-12-31,SAOME - Santé Addictions Outre-Mer,ETANG-SALE LES HAUTS,1328482,-5832,-1529,408251,239511,384158,82,true,ambigu,60,B,14.8,25,7.2,2.7,10,
440665842_31122022.pdf,,2022-12-31,ASSA SPN ASSO - Réseau des Profess.du Numérique,POITIERS,821061,-116598,-103209,151420,42441,379924,66,false,deficit,28,D,7.9,12.5,2.1,5.1,0,
449666148_31122021.pdf,,2021-12-31,LES PETITS DEBROUILLARDS - GRAND EST MAXEVILLE,MAXEVILLE,1378951,30314,-1644,192348,870437,1238981,54,false,ambigu,48,C,16.1,4.9,20,6.9,0,
449666148_31122022.pdf,,,,,,,,,,,,,,,,"HTTP 429: {""type"":""error"",""error"":{""type"":""rate_limit_error"",""message"":""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 5be5fb2a-e3ed-4c56-ba36-846c392"
449666148_31122023.pdf,,2023-12-31,Les Petits Débrouillards du Grand Est,Maxeville,1644636,-131872,-103996,82259,332983,1188464,40,true,deficit,40,C,11.0,2.2,8.1,9.0,10,
479605941_31122022.pdf,,2022-12-31,ASSOCIATION JETS D'ENCRE,PARIS,349846,-15207,-15207,-3120,22471,76527,76,true,deficit,29,D,12.8,0,2.6,3.6,10,
484675012_31122023.pdf,,2023-12-31,ASSOC ASALEE,LORETZ-D'ARGENTON,91786254,-20117806,-14204919,-16896039,2145,16041851,91,false,deficit,5,E,4.0,0,0.0,1.3,0,
484675012_31122024.pdf,,2022-12-31,ASSOC ASALEE,LORETZ-D'ARGENTON,76164661,-3023833,-3022543,-2691120,4068279,12436435,98,false,deficit,15,E,13.0,0,2.1,0.3,0,
492989496_31122022.pdf,,,,,,,,,,,,,,,,"HTTP 429: {""type"":""error"",""error"":{""type"":""rate_limit_error"",""message"":""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 5be5fb2a-e3ed-4c56-ba36-846c392"
492989496_31122023.pdf,,2023-12-31,CASE MARMAILLONS,SAINT-PIERRE,180802,-41808,-41804,18244,21805,64257,80,true,deficit,30,D,3.4,8.9,4.8,3.0,10,
502268899_31122022.pdf,502268899,2022-12-31,ENTREPRENDRE AU FEMININ BRETAGNE,LE FAOU,563391,-22438,-19966,356784,46966,469638,88,true,deficit,52,C,13.0,23.7,3.3,1.8,10,
502268899_31122023.pdf,502268899,2023-12-31,ENTREPRENDRE AU FEMININ BRETAGNE,LE FAOU,522030,-183864,-185183,169381,281604,286608,87,true,deficit,51,C,0,18.5,20,2.0,10,
504254376_31122021.pdf,,2021-12-31,ASSOCIATION AIDE AUX VICTIMES DU LOIRET,ORLEANS,304498,-64890,-74529,46487,114401,141536,94,true,deficit,41,C,4.3,10.3,15.0,0.9,10,
508769874_31122024.pdf,508769874,2024-12-31,ARCA,JOUE-LES-TOURS,1098447,101595,109223,578724,692610,889924,41,true,excedent,79,B,19.6,20.3,20,8.9,10,
510583594_31122021.pdf,,2021-12-31,LE K'FE QUOI,FORCALQUIER,346600,9279,8790,-15954,35312,135992,85,true,excedent,33,D,16.3,0,4.1,2.3,10,
510583594_31122022.pdf,,2022-12-31,LE K'FE QUOI,FORCALQUIER,393134,-15403,-11662,-27617,18311,137061,76,true,deficit,29,D,13.0,0,1.9,3.6,10,
519189492_31122021.pdf,,2021-12-31,Association RESEAU DE SANTE INTERMED,LYON,3660194,181186,171486,466207,796306,1610206,81,true,excedent,48,C,17.5,9.0,8.7,2.9,10,
519189492_31122022.pdf,,2022-12-31,RESEAU INTERMED,LYON,3412461,87563,62828,495235,331271,1510163,86,false,excedent,33,D,16.3,10.2,3.9,2.1,0,
520293457_31122023.pdf,,2023-12-31,Ligue de l'Enseignement de Saône et Loire,Mâcon,345457,,-71463,-23688,37852,112107,51,true,deficit,37,D,15.0,0,4.4,7.4,10,
775558786_31122021.pdf,,2021-12-31,Association ADRIM,MARSEILLE,5401417,-92233,-51552,-639115,163579,734996,60,false,deficit,21,D,14.1,0,1.2,6.0,0,
775558786_31122022.pdf,,2022-12-31,A.D.R.I.M,Marseille,5362497,111089,58600,-584395,114641,612699,63,true,excedent,33,D,16.0,0,0.9,5.6,10,
775558786_31122023.pdf,,2023-12-31,Association ADRIM,MARSEILLE,6427941,422154,368726,-267572,593320,1297231,65,false,excedent,27,D,18.3,0,3.7,5.3,0,
775644677_31082020.pdf,,2020-08-31,ATELIERS D'APPRENTISSAGE DE L'INDUSTRIE,VAULX EN VELIN,3029768,-696263,57201,7845662,1428603,9612133,46,true,ambigu,66,B,3.5,25,18.9,8.1,10,
775644677_31082021.pdf,,2021-08-31,ATELIERS D'APPRENTISSAGE DE L'INDUSTRIE - ASSOCIATION,VAULX EN VELIN,2902883,-1218511,-1299492,6692683,377979,9712599,53,true,deficit,44,C,0,21.5,5.2,7.1,10,
775674260_31122023.pdf,775674260,2023-12-31,FEDERATION UNIE DES AUBERGES DE JEUNESSE,PARIS,33809443,-1049181,914272,49649,2881922,21166145,3,true,ambigu,42,C,13.4,0.1,3.4,14.6,10,
775674260_31122024.pdf,775674260,2024-12-31,FEDERATION UNIE DES AUBERGES DE JEUNESSE,Paris,33436987,-463513,36019,-261086,1656462,19984508,2,true,ambigu,41,C,14.3,0,2.0,14.7,10,
775701808_31122022.pdf,,2022-12-31,Association EMERGENCE-S,Rouen,19308908,-692599,-770590,5705792,5305068,13106468,80,true,deficit,51,C,13.2,13.6,11.0,3.0,10,
775701808_31122023.pdf,,2023-12-31,EMERGENCE-S,Rouen,22385919,-504022,-480037,6883331,2653268,11407683,77,false,deficit,41,C,13.9,18.9,4.7,3.5,0,
776552465_31082022.pdf,,2022-08-31,ASSOCIATION POUR LA GESTION DE L'ECOLE JEANNE D'ARC,AIX LES BAINS,1175146,-17574,5755,180445,92293,903270,42,true,ambigu,42,C,14.3,6.2,3.1,8.7,10,
781173174_31122023.pdf,,2023-12-31,Association Départementale des Francas de Charente,Angoulême,514889,-32952,-32743,-51914,97563,178454,45,true,deficit,38,D,11.8,0,7.6,8.3,10,
781173174_31122024.pdf,333812345,2024-12-31,Association Départementale des Francas de Charente,Angoulême,449824,-52314,-52121,-104834,49496,80790,37,true,deficit,33,D,9.2,0,4.4,9.5,10,
782722763_31082024.pdf,,2024-08-31,LVEF ASS.,LA CIOTAT,1263375,103050,101548,138169,199562,244839,0,false,excedent,58,C,19.1,17.6,6.3,15.0,0,
784281099_31122022.pdf,784281099,2022-12-31,Association des Surintendantes d'Usines et de Services Sociaux - ETSUP,Paris,5389913,-611853,-719625,4710347,4521352,18152958,52,true,deficit,55,C,9.3,8.1,20,7.2,10,
784281099_31122023.pdf,784281099,2023-12-31,Association des Surintendantes d'Usines et de Services Sociaux (ASUSS) et Ecole supérieure de travail social (ETSUP),PARIS,4787038,-1281101,-1338645,3426362,844294,18451510,59,true,deficit,31,D,1.6,5.8,7.1,6.1,10,
785566720_31122020.pdf,523751444,2020-12-31,SOLIHA Est parisien,FONTENAY SOUS BOIS,7103274,-770305,-619890,558040,5724141,8597040,33,true,deficit,52,C,9.6,2.0,20,10.1,10,
785566720_31122021.pdf,,,,,,,,,,,,,,,,"HTTP 429: {""type"":""error"",""error"":{""type"":""rate_limit_error"",""message"":""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 5be5fb2a-e3ed-4c56-ba36-846c392"
804560860_31122022.pdf,,2022-12-31,AMUNANTI,,95083,-636,-755,22917,20245,22917,79,false,deficit,51,C,14.7,25,8.5,3.2,0,
804560860_31122023.pdf,,,,,,,,,,,,,,,,"HTTP 429: {""type"":""error"",""error"":{""type"":""rate_limit_error"",""message"":""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 5be5fb2a-e3ed-4c56-ba36-846c392"
804560860_31122024.pdf,,2024-12-31,AMUNANTI,,132962,,-1752,19505,22760,40940,83,false,deficit,39,D,15.0,14.9,6.8,2.6,0,
818007460_31122022.pdf,,2022-12-31,FISPE,Paris,138542,6058,6058,29763,23508,32452,96,false,excedent,50,C,17.2,25,6.8,0.6,0,
818007460_31122023.pdf,,2023-12-31,FISPE,,144512,4491,991,19660,20944,23862,97,false,excedent,48,C,16.6,25,5.8,0.5,0,
818007460_31122024.pdf,,2024-12-31,FISPE,,183248,2367,2367,22027,20720,26326,92,false,excedent,46,C,15.6,25,4.5,1.2,0,
824368989_31122021.pdf,,2021-12-31,Association FASHION GREEN HUB,VILLENEUVE D'ASCQ,902346,-96686,-10540,,,,36,false,deficit,19,E,9.6,0,0.0,9.6,0,
824972665_31122022.pdf,824972665,2022-12-31,Association TOUS TES POSSIBLES,NANCY,1608684,860,27924,67763,311500,458768,25,true,excedent,49,C,15.0,4.6,7.7,11.3,10,
824972665_31122023.pdf,,,,,,,,,,,,,,,,"HTTP 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},"
879228799_31122022.pdf,,,,,,,,,,,,,,,,"HTTP 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},"
879228799_31122023.pdf,,,,,,,,,,,,,,,,"HTTP 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},"
881201891_31122021.pdf,881201891,2020-12-31,ASSOC LA MORA GUILLAUME LE CONQUERANT,LE TORQUESNE,0,-16879,-16879,983121,50502,1010102,0,true,deficit,50,C,0,25,0,15.0,10,
881201891_31122022.pdf,881201891,2022-12-31,ASSOC LA MORA GUILLAUME LE CONQUERANT,HONFLEUR,33,-171435,-175207,3028127,2354131,6546671,0,false,deficit,50,C,0,14.5,20,15.0,0,
885117283_31122022.pdf,,,,,,,,,,,,,,,,"HTTP 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},"
885117283_31122023.pdf,,,,,,,,,,,,,,,,"HTTP 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},"
901024851_31122023.pdf,,,,,,,,,,,,,,,,"HTTP 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},"
918300492_31122023.pdf,918300492,2023-12-31,AMSL,SAINT JEAN DE LA RUELLE,1206211,-320602,-326209,-326209,350211,714641,11,false,deficit,27,D,1.7,0,11.6,13.4,0,
923299093_31122023.pdf,,,,,,,,,,,,,,,,"HTTP 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},"
