siren,nom,ville,code_postal,departement,date_parution,date_jugement,nature_jugement,famille_jugement,bodacc_id,nom_officiel,nature_juridique,tranche_effectif,activite_principale,categorie,etat,rna
533681540,association K2CIRK,Paris,75005,75,2026-03-08,2026-02-19,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202600463167,K2CIRK,9220,NN,90.01Z,PME,A,W751205089
412578627,AI-CONSEIL (ASSOCIATION D'INGENIEUR CONSEIL),Évreux,27000,27,2026-03-08,2026-02-26,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202600462863,ASS INGENIEUR CONSEIL (AI CONSEIL),5499,01,71.12B,PME,A,
800364150,ASSOCIATION DES ARTISANS D'ART ET ARTISTES DE MALICORNE,Malicorne-sur-Sarthe,72270,72,2026-03-08,2026-03-03,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202600463096,ASSOCIATION DES ARTISANS D'ART ET ARTISTES DE MALICORNE (C.M.A.M),9220,01,94.99Z,PME,A,W721001199
775674260,association FEDERATION UNIE DES AUBERGES DE JEUNESSE - Sigle: FUAJ,Paris,75018,75,2026-03-05,2026-03-02,Autre jugement prononçant,Jugement prononçant,A202600443590,FEDERATION UNIE DES AUBERGES DE JEUNESSE (FUAJ),9220,32,55.20Z,ETI,A,W751006973
848526695,association YAM,Paris,75017,75,2026-03-04,2026-02-16,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202600431718,YAM,9220,NN,86.21Z,PME,A,W751251173
831742168,association BELIEVE AMERINDIOS,,,75,2026-02-28,2026-02-12,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202600414134,BELIEVE AMERINDIOS,9220,NN,88.99B,PME,A,W751240138
878310689,ASSOCIATION CENTRE DE SAINTE MEDICO DENTAIRE PARIS REPUBLIQUE (C.S.M.D.P.R),Paris,75011,75,2024-10-04,2024-09-18,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202401933147,CENTRE DE SANTE MEDICO DENTAIRE PARIS REPUBLIQUE (C.S.M.D.P.R),9220,11,86.23Z,PME,A,W751254220
830139366,ASSOCIATION FONTENAY EN SCENE,FONTENAY LE COMTE,85200,85,2026-02-28,2026-02-26,Autre jugement et ordonnance,Extrait de jugement,A202600414308,FONTENAY EN SCENE,9220,00,90.01Z,PME,A,W851002701
354060600,"ASSOCIATION POUR LA CONCERTATION ET LES ACTIONS DE DEVELOPPEMENT LOCAL, ACADEL",Marseille,13015,13,2024-03-03,2024-02-14,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202400443359,ASS CONCERTATION ACTIONS DEVELOP LOCAL (ACADEL),9220,12,88.99B,PME,A,W133010076
879088235,Association TRANSITION FORUM ASSOCIATION,Paris,75009,75,2025-09-04,2025-08-19,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A20250169589,TRANSITION FORUM ASSOCIATION,9220,01,94.99Z,PME,A,W751254593
