siren,expected_label,title,pub_date_crc,age_rapport_crc,synthese_crc,pdf_recent_path,pdf_recent_basename,pdf_recent_date,pdf_recent_age,pdf_contemp_path,pdf_contemp_basename,pdf_contemp_date,pdf_contemp_lag,same_pdf
387951338,,"Association ""Le Polyèdre"" à Seynod (Haute-Savoie)",2018-06-01,7.9,"Dysfonctionnements de gouvernance : CA insuffisant, réunions irrégulières, statuts imprécis. Malversation directeur non signalée.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/387951338_31122024.pdf,387951338_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/387951338_31122017.pdf,387951338_31122017.pdf,2017-12-31,0.4,false
389875964,,Association mission locale de la Lozère - Maison des adolescents 48 (Lozère),2025-01-07,1.3,"Statuts à mettre à jour, comité de pilotage à créer, comptabilité à clarifier, locaux exigus, instance de suivi manquante.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/389875964_31122008.pdf,389875964_31122008.pdf,2008-12-31,17.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/389875964_31122008.pdf,389875964_31122008.pdf,2008-12-31,16.0,true
397962978,,Association Quai des Bulles - Saint-Malo (Ille-et-Vilaine),2021-10-11,4.6,Décalage entre dispositions statutaires et pratiques réelles de gouvernance ; nécessité de formaliser procédures internes.,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/397962978_31122021.pdf,397962978_31122021.pdf,2021-12-31,4.4,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/397962978_31122020.pdf,397962978_31122020.pdf,2020-12-31,0.8,false
407521798,,Association Viltaïs (Allier),2022-06-10,3.9,"Association sans orientations stratégiques formalisées, gouvernance défaillante, croissance RH rapide mal maîtrisée, questions fiscalité commerciale.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/407521798_31122024.pdf,407521798_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/407521798_31122009.pdf,407521798_31122009.pdf,2009-12-31,12.4,false
409586104,,"Association - ""La Traverse"" - Cléon (Seine-Maritime)",2013-02-19,13.2,Association financièrement stable mais dépendante à 82% des subventions. Risque juridique sur facturation location salle municipale.,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/409586104_31122024.pdf,409586104_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/409586104_31122012.pdf,409586104_31122012.pdf,2012-12-31,0.1,false
410683254,,Association Léo Lagrange Ouest (Loire-Atlantique),2024-02-05,2.3,"Cadre contractuel fragile, défaillances dans pilotage qualité service, grèves répétées, procédures RH et sécurité insuffisantes.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/410683254_31122024.pdf,410683254_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/410683254_31122023.pdf,410683254_31122023.pdf,2023-12-31,0.1,false
413812264,,Association Laval Mayenne Technopole (Mayenne),2024-05-22,2.0,"Instances mal définies, délégations absentes, non-respect convention collective RH, procédures d'achats insuffisantes.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/413812264_31122024.pdf,413812264_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/413812264_31122023.pdf,413812264_31122023.pdf,2023-12-31,0.4,false
414469726,,"Association ""Plan Séquence"" (Pas-de-Calais)",2021-06-25,4.9,Instances de gouvernance défaillantes et dépendance critique aux subventions publiques (2/3 du budget). Prérogatives excessives de la direction.,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/414469726_31122024.pdf,414469726_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/414469726_31122020_rectif1.pdf,414469726_31122020_rectif1.pdf,2020-12-31,0.5,false
418167557,,Association Nantes Saint-Nazaire Développement (Loire-Atlantique),2023-06-30,2.9,"Structure associative de façade, gouvernance défaillante, conflits d'intérêts, RH coûteuse, dépendance aux subventions publiques.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/418167557_31122024.pdf,418167557_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/418167557_31122022.pdf,418167557_31122022.pdf,2022-12-31,0.5,false
422626598,,Association départementale de la Vienne de parents de personnes handicapées mentales et d'amis (ADAPEI 86) - (Vienne),2022-12-06,3.4,"Absence de lisibilité trésorier, contrôle interne défaillant, taux occupation faibles, vétusté immobilisations progressive.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/422626598_31122024.pdf,422626598_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/422626598_31122021.pdf,422626598_31122021.pdf,2021-12-31,0.9,false
422808949,,Association Pôle de compétitivité filière équine (Calvados),2023-11-27,2.4,"Situation financière confortable mais dépendance accrue aux subventions publiques (60% en 2021). Manquements conformité: fonds dédiés sans autorisation, notes de frais présidente non autorisées, pas de suivi de trésorerie.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/422808949_31122024.pdf,422808949_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/422808949_31122022.pdf,422808949_31122022.pdf,2022-12-31,0.9,false
424319929,,Association Laval Virtual (Mayenne),2023-12-18,2.4,"Gouvernance institutionnelle défaillante, absence de procédures formalisées RH et achats, contrôles internes insuffisants.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/424319929_31122014.pdf,424319929_31122014.pdf,2014-12-31,11.4,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/424319929_31122014.pdf,424319929_31122014.pdf,2014-12-31,9.0,true
430125260,,"Association ""Mission locale pour l'insertion, la formation et l'emploi en Picardie maritime"" (Somme)",2020-09-30,5.6,"Crédits en hausse mais accompagnements jeunes en baisse, indicateurs emploi/insertion stagnants, déficit 2018.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/430125260_31122023.pdf,430125260_31122023.pdf,2023-12-31,2.4,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/430125260_31122019.pdf,430125260_31122019.pdf,2019-12-31,0.8,false
434388211,,Association Pôle Image Haute-Normandie - Rouen (Seine-Maritime),2016-11-24,9.5,"Projet stratégique en impasse, absence de développement, stagnation des membres, dépendance critique aux subventions publiques.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/434388211_31122016.pdf,434388211_31122016.pdf,2016-12-31,9.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/434388211_31122015.pdf,434388211_31122015.pdf,2015-12-31,0.9,false
441768140,,Association Laval Économie (Mayenne),2023-06-20,2.9,"Association financée quasi-exclusivement par EPCI. Rémunérations élevées, procédures manquantes, non-respect commande publique.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/441768140_31122021.pdf,441768140_31122021.pdf,2021-12-31,4.4,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/441768140_31122021.pdf,441768140_31122021.pdf,2021-12-31,1.5,true
442529996,,"Association ""Comité de gestion du théâtre du Beauvaisis"" (Oise)",2020-11-17,5.5,"Structure associative cooptée inadaptée à gestion équipement public. Déficit 2018, dépendance 77% subventions. Recommande EPCC.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/442529996_31122024.pdf,442529996_31122024.pdf,2024-12-31,1.3,,,,,
480522333,,"Association ""La Renaissance"" de Mondeville (Calvados)",2018-10-01,7.6,"Statuts imprécis, articulation CA/AG défaillante, dépendance critique aux subventions publiques (85%), déficits récurrents.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/480522333_31082019.pdf,480522333_31082019.pdf,2019-08-31,6.7,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/480522333_31082018.pdf,480522333_31082018.pdf,2018-08-31,0.1,false
488625468,,Association La Frontera Production (Pyrénées-Orientales),2025-02-24,1.2,"Immixtion de sociétés prestataires dans la gouvernance, conflits d'intérêts, contrôle de gestion insuffisant, résultats faibles.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/488625468_31122024.pdf,488625468_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/488625468_31122024.pdf,488625468_31122024.pdf,2024-12-31,0.2,true
492560933,,"Association ""Passado 14"" - Maison des adolescents du Calvados",2025-02-27,1.2,"Anomalies caisse, absence contrôle interne, statuts à améliorer, restructuration 2021 clarifiée, dépendance subventions importante",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/492560933_31122024.pdf,492560933_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/492560933_31122024.pdf,492560933_31122024.pdf,2024-12-31,0.2,true
509761649,,Association Mission locale de la Mayenne (Mayenne),2021-12-03,4.4,"Statuts obsolètes, instances mal formalisées, règlement intérieur non respecté, prévention conflits d'intérêts défaillante.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/509761649_31122021.pdf,509761649_31122021.pdf,2021-12-31,4.4,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/509761649_31122020.pdf,509761649_31122020.pdf,2020-12-31,0.9,false
511605628,,"Association ""Les nuits secrètes"" (Nord)",2022-12-09,3.4,"Irrégularités de gouvernance persistantes : quorum non respecté, procès-verbaux imprécis, non-publication des comptes. Non-application du code commandes publiques.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/511605628_31122024.pdf,511605628_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/511605628_31122021.pdf,511605628_31122021.pdf,2021-12-31,0.9,false
512940370,,Association Matisse (Pas-de-Calais),2024-01-22,2.3,"Défaillances comptables et de gouvernance : enregistrements en fonds dédiés non conformes, imputations de produits à redresser, procès-verbaux incomplets.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/512940370_31122023.pdf,512940370_31122023.pdf,2023-12-31,2.4,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/512940370_31122023.pdf,512940370_31122023.pdf,2023-12-31,0.1,true
518926472,,Association Mlezi Maore (Mayotte),2024-07-12,1.8,"Gouvernance distante, concentration des pouvoirs, contrôles internes défaillants, dépendance quasi-exclusive aux financements publics fragilisant l'association.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/518926472_31122024.pdf,518926472_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/518926472_31122023.pdf,518926472_31122023.pdf,2023-12-31,0.5,false
523091668,,"Association Lorient Grand Large, à Lorient (Morbihan)",2021-09-09,4.7,"Activités déficitaires (pôle entraînement -134k€ 2019), dépendance critique à Lorient agglomération, projet immobilier stratégique en attente.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/523091668_31122024.pdf,523091668_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/523091668_31122020.pdf,523091668_31122020.pdf,2020-12-31,0.7,false
537869695,,Association ADO 66 - Maison des adolescents 66 (Pyrénées-Orientales),2025-01-13,1.3,"Lisibilité défaillante, partenariats à approfondir, risques juridiques sur sous-location, transparence financière insuffisante.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/537869695_31122024.pdf,537869695_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/537869695_31122024.pdf,537869695_31122024.pdf,2024-12-31,0.0,true
751070400,,Association formation et ingénierie (AFI) (Ain),2025-07-09,0.8,"Gouvernance défaillante, imbrication financière problématique avec ADSEA 01, situation bilantielle dégradée avec fonds propres négatifs.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/751070400_31122021.pdf,751070400_31122021.pdf,2021-12-31,4.4,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/751070400_31122021.pdf,751070400_31122021.pdf,2021-12-31,3.5,true
775605405,,Association Adapei Loire-Atlantique (Loire-Atlantique),2025-06-25,0.9,"Statuts à adapter, gouvernance à clarifier, écosystème complexe à rendre lisible, dépendance aux subventions publiques importante.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/775605405_31122024.pdf,775605405_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/775605405_31122024.pdf,775605405_31122024.pdf,2024-12-31,0.5,true
775715105,,Association Adapei-Aria de Vendée,2025-05-27,0.9,"Déséquilibre gouvernance-dirigeance, pilotage interne défaillant, contrôle interne insuffisant, plan retour équilibre en cours.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/775715105_31122024.pdf,775715105_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/775715105_31122024.pdf,775715105_31122024.pdf,2024-12-31,0.4,true
778921569,,Association Mulhouse Olympic Natation (MON) (Haut-Rhin),2023-06-27,2.9,"Statuts défaillants, rémunération dirigeant illégale, comptabilité fragmentée, déficits récurrents, dépendance critique aux subventions publiques.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/778921569_30092020.pdf,778921569_30092020.pdf,2020-09-30,5.6,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/778921569_30092020.pdf,778921569_30092020.pdf,2020-09-30,2.7,true
780794251,,Association Jules Ledein (Eure),2023-03-24,3.1,"Dysfonctionnements de gouvernance : non-respect des statuts, instances réunies irrégulièrement, deux directeurs sans qualification requise.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/780794251_31122023.pdf,780794251_31122023.pdf,2023-12-31,2.4,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/780794251_31122022.pdf,780794251_31122022.pdf,2022-12-31,0.2,false
780807848,,Association Eure Expansion (Eure),2016-09-29,9.6,"Respect insuffisant des règles de commande publique, marchés publics non formalisés, gouvernance peu rigoureuse, impact opérationnel mal évalué.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/780807848_31122011.pdf,780807848_31122011.pdf,2011-12-31,14.4,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/780807848_31122011.pdf,780807848_31122011.pdf,2011-12-31,4.7,true
780956652,,Fondation Normandie Générations (Orne),2025-07-22,0.8,"Défaillances RH, gouvernance insuffisante, système d'information fragile, résultats déficitaires IME Ségur 2023.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/780956652_31122024.pdf,780956652_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/780956652_31122024.pdf,780956652_31122024.pdf,2024-12-31,0.6,true
802060814,,Association Choose Paris Région,2020-09-18,5.6,Efficacité difficile à mesurer malgré résultats positifs. Gouvernance en cours de rénovation. Fusion recommandée avec acteurs locaux.,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/802060814_31122024.pdf,802060814_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/802060814_31122019_rectif1.pdf,802060814_31122019_rectif1.pdf,2019-12-31,0.7,false
824658389,,Association Seine-Maritime Attractivité (Seine-Maritime),2020-06-30,5.9,Association transparente du département avec contrôle excessif et conflits d'intérêts des élus. Dépendance financière quasi-totale aux subventions.,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/824658389_31122017.pdf,824658389_31122017.pdf,2017-12-31,8.4,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/824658389_31122017.pdf,824658389_31122017.pdf,2017-12-31,2.5,true
882525413,,Association maison des adolescents de l'Aveyron,2024-11-15,1.5,"Gouvernance insuffisamment clarifiée, statuts à actualiser, comptabilité analytique requise pour multi-dispositifs, dépendance ARS importante.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/882525413_31122024.pdf,882525413_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/882525413_31122023.pdf,882525413_31122023.pdf,2023-12-31,0.9,false
903489128,,Association « Anef Loire » à Saint-Étienne (Loire),2021-03-26,5.1,"Association en croissance. Manque d'évaluation des dispositifs innovants (PMPMF, MOS). Absence référentiel intervention.",/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/903489128_31122024.pdf,903489128_31122024.pdf,2024-12-31,1.3,/home/goarant/Documents/vigilasso/data/pdfs_phase4_v2/903489128_31122020.pdf,903489128_31122020.pdf,2020-12-31,0.2,false
